#    L    TT             EE             TE             PP             TP          
  5973   0.220382E-01   0.301519E-03  -0.166697E-04   0.176985E+05   0.259874E+00
  5974   0.219802E-01   0.301149E-03  -0.142890E-04   0.176937E+05   0.259723E+00
  5975   0.219222E-01   0.300780E-03  -0.119123E-04   0.176889E+05   0.259571E+00
  5976   0.218643E-01   0.300413E-03  -0.954042E-05   0.176841E+05   0.259420E+00
  5977   0.218066E-01   0.300047E-03  -0.717331E-05   0.176793E+05   0.259268E+00
  5978   0.217490E-01   0.299683E-03  -0.481024E-05   0.176745E+05   0.259116E+00
  5979   0.216914E-01   0.299321E-03  -0.245195E-05   0.176697E+05   0.258965E+00
  5980   0.216340E-01   0.298961E-03  -0.984459E-07   0.176649E+05   0.258813E+00
  5981   0.215767E-01   0.298602E-03   0.225028E-05   0.176601E+05   0.258662E+00
  5982   0.215195E-01   0.298245E-03   0.459348E-05   0.176553E+05   0.258510E+00
  5983   0.214624E-01   0.297889E-03   0.693190E-05   0.176505E+05   0.258359E+00
  5984   0.214055E-01   0.297535E-03   0.926576E-05   0.176457E+05   0.258207E+00
  5985   0.213486E-01   0.297183E-03   0.115940E-04   0.176409E+05   0.258055E+00
  5986   0.212919E-01   0.296831E-03   0.139170E-04   0.176362E+05   0.257904E+00
  5987   0.212353E-01   0.296482E-03   0.162346E-04   0.176314E+05   0.257752E+00
  5988   0.211788E-01   0.296133E-03   0.185468E-04   0.176266E+05   0.257601E+00
  5989   0.211224E-01   0.295785E-03   0.208534E-04   0.176218E+05   0.257449E+00
  5990   0.210662E-01   0.295440E-03   0.231542E-04   0.176170E+05   0.257298E+00
  5991   0.210101E-01   0.295095E-03   0.254494E-04   0.176123E+05   0.257146E+00
  5992   0.209542E-01   0.294752E-03   0.277387E-04   0.176075E+05   0.256994E+00
  5993   0.208982E-01   0.294409E-03   0.300221E-04   0.176027E+05   0.256843E+00
  5994   0.208425E-01   0.294068E-03   0.322995E-04   0.175979E+05   0.256691E+00
  5995   0.207869E-01   0.293729E-03   0.345708E-04   0.175932E+05   0.256540E+00
  5996   0.207314E-01   0.293390E-03   0.368359E-04   0.175884E+05   0.256388E+00
  5997   0.206761E-01   0.293052E-03   0.390947E-04   0.175837E+05   0.256236E+00
  5998   0.206209E-01   0.292715E-03   0.413472E-04   0.175789E+05   0.256085E+00
  5999   0.205657E-01   0.292379E-03   0.435932E-04   0.175741E+05   0.255933E+00
  6000   0.205108E-01   0.292044E-03   0.458326E-04   0.175694E+05   0.255782E+00
  6001   0.204560E-01   0.291710E-03   0.480654E-04   0.175646E+05   0.255630E+00
  6002   0.204013E-01   0.291377E-03   0.502915E-04   0.175599E+05   0.255478E+00
  6003   0.203468E-01   0.291044E-03   0.525107E-04   0.175551E+05   0.255327E+00
  6004   0.202924E-01   0.290712E-03   0.547231E-04   0.175504E+05   0.255175E+00
  6005   0.202381E-01   0.290381E-03   0.569284E-04   0.175456E+05   0.255023E+00
  6006   0.201840E-01   0.290051E-03   0.591267E-04   0.175409E+05   0.254872E+00
  6007   0.201300E-01   0.289722E-03   0.613178E-04   0.175361E+05   0.254720E+00
  6008   0.200761E-01   0.289393E-03   0.635015E-04   0.175314E+05   0.254569E+00
  6009   0.200224E-01   0.289065E-03   0.656781E-04   0.175266E+05   0.254417E+00
  6010   0.199689E-01   0.288736E-03   0.678471E-04   0.175219E+05   0.254265E+00
  6011   0.199154E-01   0.288410E-03   0.700086E-04   0.175172E+05   0.254114E+00
  6012   0.198621E-01   0.288083E-03   0.721625E-04   0.175124E+05   0.253962E+00
  6013   0.198090E-01   0.287756E-03   0.743086E-04   0.175077E+05   0.253810E+00
  6014   0.197561E-01   0.287431E-03   0.764470E-04   0.175030E+05   0.253659E+00
  6015   0.197033E-01   0.287105E-03   0.785775E-04   0.174982E+05   0.253507E+00
  6016   0.196505E-01   0.286780E-03   0.807000E-04   0.174935E+05   0.253355E+00
  6017   0.195980E-01   0.286455E-03   0.828144E-04   0.174888E+05   0.253204E+00
  6018   0.195456E-01   0.286130E-03   0.849207E-04   0.174841E+05   0.253052E+00
  6019   0.194934E-01   0.285806E-03   0.870188E-04   0.174794E+05   0.252900E+00
  6020   0.194413E-01   0.285482E-03   0.891085E-04   0.174746E+05   0.252749E+00
  6021   0.193894E-01   0.285158E-03   0.911898E-04   0.174699E+05   0.252597E+00
  6022   0.193377E-01   0.284835E-03   0.932625E-04   0.174652E+05   0.252445E+00
  6023   0.192861E-01   0.284511E-03   0.953267E-04   0.174605E+05   0.252294E+00
  6024   0.192347E-01   0.284187E-03   0.973823E-04   0.174558E+05   0.252142E+00
  6025   0.191833E-01   0.283864E-03   0.994289E-04   0.174511E+05   0.251990E+00
  6026   0.191322E-01   0.283540E-03   0.101467E-03   0.174464E+05   0.251839E+00
  6027   0.190813E-01   0.283216E-03   0.103496E-03   0.174417E+05   0.251687E+00
  6028   0.190305E-01   0.282893E-03   0.105516E-03   0.174370E+05   0.251536E+00
  6029   0.189798E-01   0.282569E-03   0.107526E-03   0.174323E+05   0.251384E+00
  6030   0.189294E-01   0.282245E-03   0.109528E-03   0.174276E+05   0.251232E+00
  6031   0.188791E-01   0.281921E-03   0.111520E-03   0.174229E+05   0.251081E+00
  6032   0.188290E-01   0.281596E-03   0.113503E-03   0.174182E+05   0.250929E+00
  6033   0.187790E-01   0.281271E-03   0.115476E-03   0.174135E+05   0.250778E+00
  6034   0.187292E-01   0.280946E-03   0.117440E-03   0.174088E+05   0.250626E+00
  6035   0.186795E-01   0.280621E-03   0.119394E-03   0.174041E+05   0.250474E+00
  6036   0.186301E-01   0.280295E-03   0.121338E-03   0.173994E+05   0.250323E+00
  6037   0.185808E-01   0.279969E-03   0.123273E-03   0.173947E+05   0.250171E+00
  6038   0.185317E-01   0.279643E-03   0.125197E-03   0.173900E+05   0.250020E+00
  6039   0.184827E-01   0.279316E-03   0.127112E-03   0.173854E+05   0.249868E+00
  6040   0.184340E-01   0.278988E-03   0.129016E-03   0.173807E+05   0.249717E+00
  6041   0.183854E-01   0.278660E-03   0.130910E-03   0.173760E+05   0.249565E+00
  6042   0.183369E-01   0.278331E-03   0.132794E-03   0.173713E+05   0.249414E+00
  6043   0.182887E-01   0.278003E-03   0.134668E-03   0.173667E+05   0.249262E+00
  6044   0.182406E-01   0.277672E-03   0.136532E-03   0.173620E+05   0.249111E+00
  6045   0.181927E-01   0.277342E-03   0.138385E-03   0.173573E+05   0.248959E+00
  6046   0.181450E-01   0.277012E-03   0.140229E-03   0.173527E+05   0.248808E+00
  6047   0.180975E-01   0.276680E-03   0.142062E-03   0.173480E+05   0.248656E+00
  6048   0.180501E-01   0.276348E-03   0.143886E-03   0.173433E+05   0.248505E+00
  6049   0.180029E-01   0.276016E-03   0.145699E-03   0.173387E+05   0.248353E+00
  6050   0.179559E-01   0.275683E-03   0.147502E-03   0.173340E+05   0.248202E+00
  6051   0.179090E-01   0.275350E-03   0.149296E-03   0.173293E+05   0.248050E+00
  6052   0.178623E-01   0.275015E-03   0.151079E-03   0.173247E+05   0.247899E+00
  6053   0.178159E-01   0.274681E-03   0.152852E-03   0.173200E+05   0.247748E+00
  6054   0.177695E-01   0.274346E-03   0.154616E-03   0.173154E+05   0.247596E+00
  6055   0.177234E-01   0.274011E-03   0.156369E-03   0.173107E+05   0.247445E+00
  6056   0.176774E-01   0.273675E-03   0.158113E-03   0.173061E+05   0.247293E+00
  6057   0.176315E-01   0.273338E-03   0.159847E-03   0.173014E+05   0.247142E+00
  6058   0.175859E-01   0.273001E-03   0.161571E-03   0.172968E+05   0.246991E+00
  6059   0.175404E-01   0.272664E-03   0.163285E-03   0.172922E+05   0.246840E+00
  6060   0.174951E-01   0.272325E-03   0.164989E-03   0.172875E+05   0.246688E+00
  6061   0.174500E-01   0.271987E-03   0.166684E-03   0.172829E+05   0.246537E+00
  6062   0.174050E-01   0.271647E-03   0.168368E-03   0.172782E+05   0.246386E+00
  6063   0.173602E-01   0.271308E-03   0.170043E-03   0.172736E+05   0.246234E+00
  6064   0.173155E-01   0.270968E-03   0.171709E-03   0.172690E+05   0.246083E+00
  6065   0.172711E-01   0.270627E-03   0.173364E-03   0.172643E+05   0.245932E+00
  6066   0.172268E-01   0.270286E-03   0.175010E-03   0.172597E+05   0.245781E+00
  6067   0.171826E-01   0.269945E-03   0.176646E-03   0.172551E+05   0.245630E+00
  6068   0.171386E-01   0.269603E-03   0.178272E-03   0.172505E+05   0.245479E+00
  6069   0.170949E-01   0.269260E-03   0.179890E-03   0.172458E+05   0.245327E+00
  6070   0.170512E-01   0.268917E-03   0.181497E-03   0.172412E+05   0.245176E+00
  6071   0.170078E-01   0.268574E-03   0.183095E-03   0.172366E+05   0.245025E+00
  6072   0.169645E-01   0.268230E-03   0.184682E-03   0.172320E+05   0.244874E+00
  6073   0.169213E-01   0.267885E-03   0.186262E-03   0.172274E+05   0.244723E+00
  6074   0.168784E-01   0.267540E-03   0.187830E-03   0.172228E+05   0.244572E+00
  6075   0.168356E-01   0.267195E-03   0.189390E-03   0.172181E+05   0.244421E+00
  6076   0.167929E-01   0.266849E-03   0.190940E-03   0.172135E+05   0.244270E+00
  6077   0.167505E-01   0.266503E-03   0.192481E-03   0.172089E+05   0.244119E+00
  6078   0.167082E-01   0.266156E-03   0.194012E-03   0.172043E+05   0.243968E+00
  6079   0.166660E-01   0.265809E-03   0.195533E-03   0.171997E+05   0.243817E+00
  6080   0.166240E-01   0.265461E-03   0.197046E-03   0.171951E+05   0.243667E+00
  6081   0.165822E-01   0.265113E-03   0.198549E-03   0.171905E+05   0.243516E+00
  6082   0.165405E-01   0.264765E-03   0.200042E-03   0.171859E+05   0.243365E+00
  6083   0.164990E-01   0.264415E-03   0.201527E-03   0.171813E+05   0.243214E+00
  6084   0.164577E-01   0.264066E-03   0.203002E-03   0.171767E+05   0.243063E+00
  6085   0.164165E-01   0.263716E-03   0.204468E-03   0.171721E+05   0.242912E+00
  6086   0.163755E-01   0.263366E-03   0.205924E-03   0.171676E+05   0.242762E+00
  6087   0.163346E-01   0.263015E-03   0.207372E-03   0.171630E+05   0.242611E+00
  6088   0.162939E-01   0.262663E-03   0.208809E-03   0.171584E+05   0.242460E+00
  6089   0.162534E-01   0.262311E-03   0.210238E-03   0.171538E+05   0.242310E+00
  6090   0.162130E-01   0.261959E-03   0.211657E-03   0.171492E+05   0.242159E+00
  6091   0.161728E-01   0.261606E-03   0.213068E-03   0.171446E+05   0.242008E+00
  6092   0.161328E-01   0.261253E-03   0.214469E-03   0.171401E+05   0.241858E+00
  6093   0.160928E-01   0.260900E-03   0.215861E-03   0.171355E+05   0.241707E+00
  6094   0.160531E-01   0.260545E-03   0.217244E-03   0.171309E+05   0.241557E+00
  6095   0.160135E-01   0.260191E-03   0.218618E-03   0.171263E+05   0.241406E+00
  6096   0.159741E-01   0.259836E-03   0.219983E-03   0.171218E+05   0.241256E+00
  6097   0.159348E-01   0.259481E-03   0.221338E-03   0.171172E+05   0.241105E+00
  6098   0.158957E-01   0.259126E-03   0.222685E-03   0.171126E+05   0.240955E+00
  6099   0.158567E-01   0.258770E-03   0.224022E-03   0.171081E+05   0.240805E+00
  6100   0.158179E-01   0.258414E-03   0.225352E-03   0.171035E+05   0.240654E+00
  6101   0.157793E-01   0.258057E-03   0.226671E-03   0.170989E+05   0.240504E+00
  6102   0.157408E-01   0.257699E-03   0.227982E-03   0.170944E+05   0.240354E+00
  6103   0.157025E-01   0.257341E-03   0.229284E-03   0.170898E+05   0.240204E+00
  6104   0.156643E-01   0.256983E-03   0.230577E-03   0.170853E+05   0.240053E+00
  6105   0.156263E-01   0.256625E-03   0.231861E-03   0.170807E+05   0.239903E+00
  6106   0.155884E-01   0.256266E-03   0.233136E-03   0.170762E+05   0.239753E+00
  6107   0.155507E-01   0.255906E-03   0.234403E-03   0.170716E+05   0.239603E+00
  6108   0.155132E-01   0.255547E-03   0.235660E-03   0.170671E+05   0.239453E+00
  6109   0.154758E-01   0.255187E-03   0.236908E-03   0.170625E+05   0.239303E+00
  6110   0.154386E-01   0.254826E-03   0.238148E-03   0.170580E+05   0.239153E+00
  6111   0.154015E-01   0.254465E-03   0.239379E-03   0.170534E+05   0.239003E+00
  6112   0.153645E-01   0.254104E-03   0.240602E-03   0.170489E+05   0.238853E+00
  6113   0.153277E-01   0.253742E-03   0.241816E-03   0.170443E+05   0.238703E+00
  6114   0.152911E-01   0.253380E-03   0.243021E-03   0.170398E+05   0.238553E+00
  6115   0.152545E-01   0.253018E-03   0.244217E-03   0.170353E+05   0.238403E+00
  6116   0.152182E-01   0.252655E-03   0.245404E-03   0.170307E+05   0.238253E+00
  6117   0.151820E-01   0.252292E-03   0.246584E-03   0.170262E+05   0.238104E+00
  6118   0.151460E-01   0.251928E-03   0.247754E-03   0.170217E+05   0.237954E+00
  6119   0.151101E-01   0.251564E-03   0.248916E-03   0.170172E+05   0.237804E+00
  6120   0.150743E-01   0.251200E-03   0.250069E-03   0.170126E+05   0.237655E+00
  6121   0.150388E-01   0.250835E-03   0.251214E-03   0.170081E+05   0.237505E+00
  6122   0.150033E-01   0.250471E-03   0.252350E-03   0.170036E+05   0.237355E+00
  6123   0.149680E-01   0.250105E-03   0.253478E-03   0.169991E+05   0.237206E+00
  6124   0.149329E-01   0.249739E-03   0.254597E-03   0.169945E+05   0.237056E+00
  6125   0.148979E-01   0.249373E-03   0.255707E-03   0.169900E+05   0.236907E+00
  6126   0.148630E-01   0.249007E-03   0.256810E-03   0.169855E+05   0.236758E+00
  6127   0.148284E-01   0.248640E-03   0.257903E-03   0.169810E+05   0.236608E+00
  6128   0.147938E-01   0.248272E-03   0.258988E-03   0.169765E+05   0.236459E+00
  6129   0.147594E-01   0.247905E-03   0.260066E-03   0.169720E+05   0.236310E+00
  6130   0.147251E-01   0.247537E-03   0.261134E-03   0.169675E+05   0.236160E+00
  6131   0.146911E-01   0.247169E-03   0.262195E-03   0.169630E+05   0.236011E+00
  6132   0.146571E-01   0.246800E-03   0.263246E-03   0.169585E+05   0.235862E+00
  6133   0.146232E-01   0.246432E-03   0.264290E-03   0.169540E+05   0.235713E+00
  6134   0.145896E-01   0.246062E-03   0.265325E-03   0.169495E+05   0.235564E+00
  6135   0.145560E-01   0.245693E-03   0.266352E-03   0.169450E+05   0.235415E+00
  6136   0.145226E-01   0.245323E-03   0.267371E-03   0.169405E+05   0.235266E+00
  6137   0.144894E-01   0.244952E-03   0.268381E-03   0.169360E+05   0.235117E+00
  6138   0.144563E-01   0.244581E-03   0.269384E-03   0.169315E+05   0.234968E+00
  6139   0.144233E-01   0.244211E-03   0.270378E-03   0.169270E+05   0.234819E+00
  6140   0.143905E-01   0.243840E-03   0.271364E-03   0.169225E+05   0.234670E+00
  6141   0.143579E-01   0.243468E-03   0.272342E-03   0.169180E+05   0.234522E+00
  6142   0.143253E-01   0.243096E-03   0.273312E-03   0.169135E+05   0.234373E+00
  6143   0.142930E-01   0.242724E-03   0.274273E-03   0.169091E+05   0.234224E+00
  6144   0.142607E-01   0.242351E-03   0.275226E-03   0.169046E+05   0.234076E+00
  6145   0.142286E-01   0.241978E-03   0.276172E-03   0.169001E+05   0.233927E+00
  6146   0.141966E-01   0.241605E-03   0.277109E-03   0.168956E+05   0.233778E+00
  6147   0.141648E-01   0.241232E-03   0.278038E-03   0.168912E+05   0.233630E+00
  6148   0.141331E-01   0.240858E-03   0.278960E-03   0.168867E+05   0.233482E+00
  6149   0.141016E-01   0.240484E-03   0.279873E-03   0.168822E+05   0.233333E+00
  6150   0.140702E-01   0.240109E-03   0.280779E-03   0.168777E+05   0.233185E+00
  6151   0.140389E-01   0.239735E-03   0.281676E-03   0.168733E+05   0.233037E+00
  6152   0.140078E-01   0.239360E-03   0.282566E-03   0.168688E+05   0.232888E+00
  6153   0.139768E-01   0.238985E-03   0.283447E-03   0.168643E+05   0.232740E+00
  6154   0.139459E-01   0.238609E-03   0.284321E-03   0.168599E+05   0.232592E+00
  6155   0.139152E-01   0.238233E-03   0.285187E-03   0.168554E+05   0.232444E+00
  6156   0.138847E-01   0.237857E-03   0.286045E-03   0.168510E+05   0.232296E+00
  6157   0.138543E-01   0.237481E-03   0.286896E-03   0.168465E+05   0.232148E+00
  6158   0.138240E-01   0.237104E-03   0.287738E-03   0.168420E+05   0.232000E+00
  6159   0.137938E-01   0.236727E-03   0.288573E-03   0.168376E+05   0.231852E+00
  6160   0.137638E-01   0.236349E-03   0.289399E-03   0.168331E+05   0.231704E+00
  6161   0.137339E-01   0.235972E-03   0.290219E-03   0.168287E+05   0.231556E+00
  6162   0.137041E-01   0.235594E-03   0.291030E-03   0.168242E+05   0.231409E+00
  6163   0.136746E-01   0.235216E-03   0.291834E-03   0.168198E+05   0.231261E+00
  6164   0.136450E-01   0.234837E-03   0.292630E-03   0.168154E+05   0.231113E+00
  6165   0.136157E-01   0.234459E-03   0.293419E-03   0.168109E+05   0.230966E+00
  6166   0.135865E-01   0.234080E-03   0.294200E-03   0.168065E+05   0.230818E+00
  6167   0.135574E-01   0.233700E-03   0.294973E-03   0.168020E+05   0.230671E+00
  6168   0.135285E-01   0.233321E-03   0.295738E-03   0.167976E+05   0.230524E+00
  6169   0.134997E-01   0.232941E-03   0.296496E-03   0.167932E+05   0.230376E+00
  6170   0.134710E-01   0.232561E-03   0.297247E-03   0.167887E+05   0.230229E+00
  6171   0.134425E-01   0.232181E-03   0.297990E-03   0.167843E+05   0.230082E+00
  6172   0.134141E-01   0.231801E-03   0.298725E-03   0.167799E+05   0.229935E+00
  6173   0.133858E-01   0.231420E-03   0.299453E-03   0.167755E+05   0.229787E+00
  6174   0.133577E-01   0.231039E-03   0.300174E-03   0.167710E+05   0.229640E+00
  6175   0.133296E-01   0.230658E-03   0.300887E-03   0.167666E+05   0.229493E+00
  6176   0.133018E-01   0.230276E-03   0.301593E-03   0.167622E+05   0.229346E+00
  6177   0.132740E-01   0.229894E-03   0.302291E-03   0.167578E+05   0.229200E+00
  6178   0.132464E-01   0.229513E-03   0.302982E-03   0.167533E+05   0.229053E+00
  6179   0.132189E-01   0.229131E-03   0.303665E-03   0.167489E+05   0.228906E+00
  6180   0.131916E-01   0.228748E-03   0.304342E-03   0.167445E+05   0.228759E+00
  6181   0.131643E-01   0.228366E-03   0.305010E-03   0.167401E+05   0.228613E+00
  6182   0.131372E-01   0.227982E-03   0.305671E-03   0.167357E+05   0.228466E+00
  6183   0.131102E-01   0.227600E-03   0.306326E-03   0.167313E+05   0.228320E+00
  6184   0.130834E-01   0.227216E-03   0.306973E-03   0.167269E+05   0.228173E+00
  6185   0.130567E-01   0.226832E-03   0.307613E-03   0.167225E+05   0.228027E+00
  6186   0.130301E-01   0.226448E-03   0.308245E-03   0.167181E+05   0.227880E+00
  6187   0.130036E-01   0.226065E-03   0.308870E-03   0.167137E+05   0.227734E+00
  6188   0.129773E-01   0.225681E-03   0.309488E-03   0.167093E+05   0.227588E+00
  6189   0.129511E-01   0.225296E-03   0.310099E-03   0.167049E+05   0.227442E+00
  6190   0.129250E-01   0.224911E-03   0.310703E-03   0.167005E+05   0.227296E+00
  6191   0.128990E-01   0.224526E-03   0.311300E-03   0.166961E+05   0.227150E+00
  6192   0.128732E-01   0.224141E-03   0.311889E-03   0.166917E+05   0.227004E+00
  6193   0.128475E-01   0.223756E-03   0.312472E-03   0.166873E+05   0.226858E+00
  6194   0.128219E-01   0.223370E-03   0.313047E-03   0.166829E+05   0.226712E+00
  6195   0.127965E-01   0.222985E-03   0.313616E-03   0.166785E+05   0.226566E+00
  6196   0.127711E-01   0.222599E-03   0.314177E-03   0.166741E+05   0.226421E+00
  6197   0.127459E-01   0.222213E-03   0.314732E-03   0.166698E+05   0.226275E+00
  6198   0.127209E-01   0.221827E-03   0.315279E-03   0.166654E+05   0.226129E+00
  6199   0.126959E-01   0.221440E-03   0.315819E-03   0.166610E+05   0.225984E+00
  6200   0.126711E-01   0.221053E-03   0.316353E-03   0.166566E+05   0.225839E+00
  6201   0.126463E-01   0.220666E-03   0.316880E-03   0.166522E+05   0.225693E+00
  6202   0.126218E-01   0.220279E-03   0.317399E-03   0.166479E+05   0.225548E+00
  6203   0.125973E-01   0.219892E-03   0.317912E-03   0.166435E+05   0.225403E+00
  6204   0.125730E-01   0.219505E-03   0.318418E-03   0.166391E+05   0.225257E+00
  6205   0.125487E-01   0.219117E-03   0.318917E-03   0.166348E+05   0.225112E+00
  6206   0.125247E-01   0.218729E-03   0.319410E-03   0.166304E+05   0.224967E+00
  6207   0.125006E-01   0.218341E-03   0.319895E-03   0.166260E+05   0.224822E+00
  6208   0.124768E-01   0.217953E-03   0.320374E-03   0.166217E+05   0.224678E+00
  6209   0.124531E-01   0.217565E-03   0.320846E-03   0.166173E+05   0.224533E+00
  6210   0.124294E-01   0.217176E-03   0.321311E-03   0.166129E+05   0.224388E+00
  6211   0.124060E-01   0.216788E-03   0.321770E-03   0.166086E+05   0.224243E+00
