#    L    TT             EE             TE             PP             TP          
  3557   0.586933E+01   0.280579E+00  -0.405896E+00   0.407529E+05   0.119409E+01
  3558   0.586197E+01   0.279547E+00  -0.407282E+00   0.407346E+05   0.119332E+01
  3559   0.585474E+01   0.278502E+00  -0.408621E+00   0.407162E+05   0.119258E+01
  3560   0.584761E+01   0.277445E+00  -0.409914E+00   0.406979E+05   0.119186E+01
  3561   0.584062E+01   0.276375E+00  -0.411160E+00   0.406795E+05   0.119115E+01
  3562   0.583372E+01   0.275294E+00  -0.412359E+00   0.406612E+05   0.119046E+01
  3563   0.582692E+01   0.274201E+00  -0.413510E+00   0.406429E+05   0.118980E+01
  3564   0.582023E+01   0.273096E+00  -0.414612E+00   0.406246E+05   0.118915E+01
  3565   0.581363E+01   0.271979E+00  -0.415666E+00   0.406064E+05   0.118852E+01
  3566   0.580714E+01   0.270852E+00  -0.416670E+00   0.405881E+05   0.118791E+01
  3567   0.580072E+01   0.269714E+00  -0.417626E+00   0.405698E+05   0.118732E+01
  3568   0.579439E+01   0.268565E+00  -0.418531E+00   0.405516E+05   0.118675E+01
  3569   0.578813E+01   0.267406E+00  -0.419385E+00   0.405334E+05   0.118620E+01
  3570   0.578196E+01   0.266237E+00  -0.420190E+00   0.405152E+05   0.118566E+01
  3571   0.577586E+01   0.265058E+00  -0.420943E+00   0.404970E+05   0.118515E+01
  3572   0.576983E+01   0.263871E+00  -0.421647E+00   0.404788E+05   0.118465E+01
  3573   0.576387E+01   0.262674E+00  -0.422298E+00   0.404606E+05   0.118417E+01
  3574   0.575797E+01   0.261469E+00  -0.422899E+00   0.404425E+05   0.118371E+01
  3575   0.575212E+01   0.260255E+00  -0.423448E+00   0.404243E+05   0.118326E+01
  3576   0.574633E+01   0.259033E+00  -0.423946E+00   0.404062E+05   0.118283E+01
  3577   0.574059E+01   0.257804E+00  -0.424392E+00   0.403881E+05   0.118242E+01
  3578   0.573491E+01   0.256567E+00  -0.424786E+00   0.403700E+05   0.118203E+01
  3579   0.572926E+01   0.255324E+00  -0.425128E+00   0.403519E+05   0.118166E+01
  3580   0.572366E+01   0.254073E+00  -0.425419E+00   0.403338E+05   0.118130E+01
  3581   0.571809E+01   0.252815E+00  -0.425657E+00   0.403157E+05   0.118096E+01
  3582   0.571255E+01   0.251551E+00  -0.425843E+00   0.402977E+05   0.118063E+01
  3583   0.570704E+01   0.250281E+00  -0.425978E+00   0.402796E+05   0.118032E+01
  3584   0.570156E+01   0.249005E+00  -0.426060E+00   0.402616E+05   0.118003E+01
  3585   0.569609E+01   0.247724E+00  -0.426090E+00   0.402436E+05   0.117976E+01
  3586   0.569065E+01   0.246438E+00  -0.426070E+00   0.402256E+05   0.117950E+01
  3587   0.568523E+01   0.245148E+00  -0.425997E+00   0.402076E+05   0.117926E+01
  3588   0.567981E+01   0.243852E+00  -0.425873E+00   0.401896E+05   0.117903E+01
  3589   0.567441E+01   0.242554E+00  -0.425698E+00   0.401717E+05   0.117882E+01
  3590   0.566900E+01   0.241250E+00  -0.425470E+00   0.401537E+05   0.117862E+01
  3591   0.566360E+01   0.239944E+00  -0.425193E+00   0.401358E+05   0.117844E+01
  3592   0.565820E+01   0.238634E+00  -0.424865E+00   0.401179E+05   0.117828E+01
  3593   0.565280E+01   0.237322E+00  -0.424485E+00   0.401000E+05   0.117813E+01
  3594   0.564738E+01   0.236007E+00  -0.424055E+00   0.400821E+05   0.117800E+01
  3595   0.564195E+01   0.234689E+00  -0.423575E+00   0.400642E+05   0.117788E+01
  3596   0.563651E+01   0.233369E+00  -0.423044E+00   0.400463E+05   0.117777E+01
  3597   0.563104E+01   0.232048E+00  -0.422464E+00   0.400285E+05   0.117768E+01
  3598   0.562556E+01   0.230725E+00  -0.421835E+00   0.400106E+05   0.117761E+01
  3599   0.562006E+01   0.229402E+00  -0.421156E+00   0.399928E+05   0.117755E+01
  3600   0.561453E+01   0.228077E+00  -0.420429E+00   0.399750E+05   0.117750E+01
  3601   0.560897E+01   0.226753E+00  -0.419655E+00   0.399572E+05   0.117747E+01
  3602   0.560338E+01   0.225428E+00  -0.418832E+00   0.399394E+05   0.117746E+01
  3603   0.559776E+01   0.224105E+00  -0.417962E+00   0.399216E+05   0.117745E+01
  3604   0.559211E+01   0.222782E+00  -0.417045E+00   0.399038E+05   0.117746E+01
  3605   0.558641E+01   0.221459E+00  -0.416082E+00   0.398861E+05   0.117749E+01
  3606   0.558067E+01   0.220138E+00  -0.415073E+00   0.398683E+05   0.117752E+01
  3607   0.557489E+01   0.218819E+00  -0.414018E+00   0.398506E+05   0.117757E+01
  3608   0.556905E+01   0.217501E+00  -0.412917E+00   0.398329E+05   0.117763E+01
  3609   0.556317E+01   0.216186E+00  -0.411773E+00   0.398152E+05   0.117771E+01
  3610   0.555724E+01   0.214872E+00  -0.410582E+00   0.397975E+05   0.117780E+01
  3611   0.555125E+01   0.213561E+00  -0.409349E+00   0.397798E+05   0.117790E+01
  3612   0.554520E+01   0.212253E+00  -0.408073E+00   0.397622E+05   0.117801E+01
  3613   0.553909E+01   0.210949E+00  -0.406753E+00   0.397445E+05   0.117813E+01
  3614   0.553293E+01   0.209648E+00  -0.405392E+00   0.397269E+05   0.117827E+01
  3615   0.552670E+01   0.208351E+00  -0.403989E+00   0.397092E+05   0.117841E+01
  3616   0.552041E+01   0.207057E+00  -0.402545E+00   0.396916E+05   0.117857E+01
  3617   0.551404E+01   0.205769E+00  -0.401060E+00   0.396740E+05   0.117874E+01
  3618   0.550760E+01   0.204484E+00  -0.399536E+00   0.396564E+05   0.117892E+01
  3619   0.550110E+01   0.203205E+00  -0.397972E+00   0.396389E+05   0.117911E+01
  3620   0.549452E+01   0.201931E+00  -0.396369E+00   0.396213E+05   0.117931E+01
  3621   0.548786E+01   0.200662E+00  -0.394728E+00   0.396038E+05   0.117952E+01
  3622   0.548113E+01   0.199398E+00  -0.393050E+00   0.395862E+05   0.117974E+01
  3623   0.547432E+01   0.198141E+00  -0.391335E+00   0.395687E+05   0.117997E+01
  3624   0.546742E+01   0.196889E+00  -0.389583E+00   0.395512E+05   0.118022E+01
  3625   0.546044E+01   0.195643E+00  -0.387796E+00   0.395337E+05   0.118047E+01
  3626   0.545338E+01   0.194404E+00  -0.385974E+00   0.395162E+05   0.118072E+01
  3627   0.544623E+01   0.193172E+00  -0.384118E+00   0.394987E+05   0.118099E+01
  3628   0.543899E+01   0.191947E+00  -0.382229E+00   0.394813E+05   0.118127E+01
  3629   0.543167E+01   0.190730E+00  -0.380308E+00   0.394638E+05   0.118155E+01
  3630   0.542426E+01   0.189520E+00  -0.378355E+00   0.394464E+05   0.118185E+01
  3631   0.541676E+01   0.188318E+00  -0.376372E+00   0.394289E+05   0.118215E+01
  3632   0.540917E+01   0.187124E+00  -0.374358E+00   0.394115E+05   0.118246E+01
  3633   0.540149E+01   0.185938E+00  -0.372315E+00   0.393941E+05   0.118278E+01
  3634   0.539371E+01   0.184761E+00  -0.370243E+00   0.393768E+05   0.118310E+01
  3635   0.538584E+01   0.183592E+00  -0.368144E+00   0.393594E+05   0.118344E+01
  3636   0.537789E+01   0.182432E+00  -0.366017E+00   0.393420E+05   0.118378E+01
  3637   0.536982E+01   0.181281E+00  -0.363865E+00   0.393247E+05   0.118412E+01
  3638   0.536167E+01   0.180139E+00  -0.361687E+00   0.393073E+05   0.118448E+01
  3639   0.535341E+01   0.179006E+00  -0.359484E+00   0.392900E+05   0.118484E+01
  3640   0.534506E+01   0.177883E+00  -0.357258E+00   0.392727E+05   0.118521E+01
  3641   0.533661E+01   0.176770E+00  -0.355008E+00   0.392554E+05   0.118558E+01
  3642   0.532806E+01   0.175667E+00  -0.352737E+00   0.392381E+05   0.118596E+01
  3643   0.531942E+01   0.174574E+00  -0.350444E+00   0.392208E+05   0.118634E+01
  3644   0.531067E+01   0.173491E+00  -0.348131E+00   0.392036E+05   0.118673E+01
  3645   0.530182E+01   0.172419E+00  -0.345799E+00   0.391863E+05   0.118713E+01
  3646   0.529288E+01   0.171357E+00  -0.343448E+00   0.391691E+05   0.118753E+01
  3647   0.528383E+01   0.170306E+00  -0.341078E+00   0.391519E+05   0.118794E+01
  3648   0.527468E+01   0.169266E+00  -0.338693E+00   0.391347E+05   0.118835E+01
  3649   0.526543E+01   0.168237E+00  -0.336290E+00   0.391175E+05   0.118876E+01
  3650   0.525608E+01   0.167219E+00  -0.333872E+00   0.391003E+05   0.118918E+01
  3651   0.524662E+01   0.166213E+00  -0.331439E+00   0.390831E+05   0.118961E+01
  3652   0.523707E+01   0.165218E+00  -0.328993E+00   0.390659E+05   0.119004E+01
  3653   0.522742E+01   0.164234E+00  -0.326533E+00   0.390488E+05   0.119047E+01
  3654   0.521766E+01   0.163262E+00  -0.324062E+00   0.390316E+05   0.119090E+01
  3655   0.520780E+01   0.162302E+00  -0.321579E+00   0.390145E+05   0.119134E+01
  3656   0.519785E+01   0.161354E+00  -0.319086E+00   0.389974E+05   0.119179E+01
  3657   0.518779E+01   0.160418E+00  -0.316584E+00   0.389803E+05   0.119223E+01
  3658   0.517763E+01   0.159494E+00  -0.314074E+00   0.389632E+05   0.119268E+01
  3659   0.516738E+01   0.158583E+00  -0.311556E+00   0.389461E+05   0.119314E+01
  3660   0.515702E+01   0.157684E+00  -0.309030E+00   0.389291E+05   0.119359E+01
  3661   0.514658E+01   0.156797E+00  -0.306499E+00   0.389120E+05   0.119405E+01
  3662   0.513602E+01   0.155923E+00  -0.303963E+00   0.388950E+05   0.119451E+01
  3663   0.512538E+01   0.155062E+00  -0.301423E+00   0.388779E+05   0.119498E+01
  3664   0.511464E+01   0.154213E+00  -0.298879E+00   0.388609E+05   0.119544E+01
  3665   0.510380E+01   0.153378E+00  -0.296332E+00   0.388439E+05   0.119591E+01
  3666   0.509287E+01   0.152554E+00  -0.293783E+00   0.388269E+05   0.119638E+01
  3667   0.508184E+01   0.151744E+00  -0.291233E+00   0.388100E+05   0.119685E+01
  3668   0.507073E+01   0.150947E+00  -0.288683E+00   0.387930E+05   0.119733E+01
  3669   0.505951E+01   0.150163E+00  -0.286132E+00   0.387760E+05   0.119780E+01
  3670   0.504821E+01   0.149392E+00  -0.283584E+00   0.387591E+05   0.119828E+01
  3671   0.503681E+01   0.148634E+00  -0.281037E+00   0.387422E+05   0.119876E+01
  3672   0.502532E+01   0.147889E+00  -0.278494E+00   0.387252E+05   0.119924E+01
  3673   0.501375E+01   0.147157E+00  -0.275953E+00   0.387083E+05   0.119972E+01
  3674   0.500208E+01   0.146438E+00  -0.273418E+00   0.386914E+05   0.120020E+01
  3675   0.499033E+01   0.145733E+00  -0.270887E+00   0.386746E+05   0.120069E+01
  3676   0.497850E+01   0.145041E+00  -0.268363E+00   0.386577E+05   0.120117E+01
  3677   0.496657E+01   0.144362E+00  -0.265845E+00   0.386408E+05   0.120166E+01
  3678   0.495457E+01   0.143696E+00  -0.263335E+00   0.386240E+05   0.120214E+01
  3679   0.494248E+01   0.143043E+00  -0.260833E+00   0.386071E+05   0.120263E+01
  3680   0.493031E+01   0.142404E+00  -0.258340E+00   0.385903E+05   0.120311E+01
  3681   0.491807E+01   0.141778E+00  -0.255856E+00   0.385735E+05   0.120360E+01
  3682   0.490574E+01   0.141165E+00  -0.253383E+00   0.385567E+05   0.120409E+01
  3683   0.489334E+01   0.140565E+00  -0.250922E+00   0.385399E+05   0.120457E+01
  3684   0.488086E+01   0.139978E+00  -0.248471E+00   0.385231E+05   0.120506E+01
  3685   0.486831E+01   0.139405E+00  -0.246033E+00   0.385064E+05   0.120554E+01
  3686   0.485568E+01   0.138844E+00  -0.243608E+00   0.384896E+05   0.120603E+01
  3687   0.484298E+01   0.138296E+00  -0.241197E+00   0.384729E+05   0.120651E+01
  3688   0.483022E+01   0.137761E+00  -0.238800E+00   0.384562E+05   0.120699E+01
  3689   0.481739E+01   0.137240E+00  -0.236419E+00   0.384394E+05   0.120748E+01
  3690   0.480448E+01   0.136731E+00  -0.234053E+00   0.384227E+05   0.120796E+01
  3691   0.479152E+01   0.136235E+00  -0.231704E+00   0.384060E+05   0.120843E+01
  3692   0.477849E+01   0.135752E+00  -0.229372E+00   0.383894E+05   0.120891E+01
  3693   0.476541E+01   0.135281E+00  -0.227058E+00   0.383727E+05   0.120939E+01
  3694   0.475227E+01   0.134824E+00  -0.224763E+00   0.383560E+05   0.120986E+01
  3695   0.473907E+01   0.134378E+00  -0.222486E+00   0.383394E+05   0.121034E+01
  3696   0.472582E+01   0.133946E+00  -0.220229E+00   0.383228E+05   0.121081E+01
  3697   0.471252E+01   0.133526E+00  -0.217992E+00   0.383061E+05   0.121127E+01
  3698   0.469917E+01   0.133117E+00  -0.215776E+00   0.382895E+05   0.121174E+01
  3699   0.468577E+01   0.132722E+00  -0.213582E+00   0.382729E+05   0.121220E+01
  3700   0.467231E+01   0.132339E+00  -0.211408E+00   0.382563E+05   0.121267E+01
  3701   0.465881E+01   0.131967E+00  -0.209257E+00   0.382398E+05   0.121312E+01
  3702   0.464527E+01   0.131607E+00  -0.207129E+00   0.382232E+05   0.121358E+01
  3703   0.463169E+01   0.131260E+00  -0.205025E+00   0.382066E+05   0.121403E+01
  3704   0.461807E+01   0.130923E+00  -0.202943E+00   0.381901E+05   0.121448E+01
  3705   0.460442E+01   0.130599E+00  -0.200887E+00   0.381736E+05   0.121493E+01
  3706   0.459072E+01   0.130286E+00  -0.198855E+00   0.381571E+05   0.121537E+01
  3707   0.457699E+01   0.129985E+00  -0.196848E+00   0.381406E+05   0.121581E+01
  3708   0.456323E+01   0.129695E+00  -0.194867E+00   0.381241E+05   0.121625E+01
  3709   0.454944E+01   0.129417E+00  -0.192912E+00   0.381076E+05   0.121668E+01
  3710   0.453562E+01   0.129149E+00  -0.190983E+00   0.380911E+05   0.121711E+01
  3711   0.452178E+01   0.128892E+00  -0.189082E+00   0.380746E+05   0.121753E+01
  3712   0.450792E+01   0.128646E+00  -0.187208E+00   0.380582E+05   0.121796E+01
  3713   0.449403E+01   0.128411E+00  -0.185361E+00   0.380418E+05   0.121837E+01
  3714   0.448012E+01   0.128186E+00  -0.183542E+00   0.380253E+05   0.121879E+01
  3715   0.446619E+01   0.127972E+00  -0.181752E+00   0.380089E+05   0.121919E+01
  3716   0.445224E+01   0.127767E+00  -0.179990E+00   0.379925E+05   0.121960E+01
  3717   0.443828E+01   0.127574E+00  -0.178258E+00   0.379761E+05   0.122000E+01
  3718   0.442432E+01   0.127389E+00  -0.176555E+00   0.379598E+05   0.122039E+01
  3719   0.441033E+01   0.127215E+00  -0.174882E+00   0.379434E+05   0.122078E+01
  3720   0.439635E+01   0.127051E+00  -0.173239E+00   0.379270E+05   0.122117E+01
  3721   0.438236E+01   0.126896E+00  -0.171626E+00   0.379107E+05   0.122155E+01
  3722   0.436837E+01   0.126750E+00  -0.170043E+00   0.378944E+05   0.122192E+01
  3723   0.435438E+01   0.126614E+00  -0.168492E+00   0.378780E+05   0.122229E+01
  3724   0.434039E+01   0.126486E+00  -0.166972E+00   0.378617E+05   0.122265E+01
  3725   0.432639E+01   0.126368E+00  -0.165483E+00   0.378454E+05   0.122301E+01
  3726   0.431241E+01   0.126258E+00  -0.164025E+00   0.378291E+05   0.122336E+01
  3727   0.429843E+01   0.126157E+00  -0.162599E+00   0.378129E+05   0.122371E+01
  3728   0.428446E+01   0.126065E+00  -0.161205E+00   0.377966E+05   0.122405E+01
  3729   0.427051E+01   0.125980E+00  -0.159843E+00   0.377803E+05   0.122439E+01
  3730   0.425657E+01   0.125904E+00  -0.158513E+00   0.377641E+05   0.122472E+01
  3731   0.424263E+01   0.125835E+00  -0.157215E+00   0.377479E+05   0.122504E+01
  3732   0.422872E+01   0.125774E+00  -0.155949E+00   0.377316E+05   0.122535E+01
  3733   0.421482E+01   0.125721E+00  -0.154717E+00   0.377154E+05   0.122566E+01
  3734   0.420095E+01   0.125675E+00  -0.153516E+00   0.376992E+05   0.122597E+01
  3735   0.418709E+01   0.125636E+00  -0.152349E+00   0.376831E+05   0.122626E+01
  3736   0.417327E+01   0.125604E+00  -0.151214E+00   0.376669E+05   0.122655E+01
  3737   0.415947E+01   0.125579E+00  -0.150112E+00   0.376507E+05   0.122683E+01
  3738   0.414569E+01   0.125561E+00  -0.149042E+00   0.376346E+05   0.122711E+01
  3739   0.413195E+01   0.125549E+00  -0.148006E+00   0.376184E+05   0.122738E+01
  3740   0.411824E+01   0.125543E+00  -0.147002E+00   0.376023E+05   0.122764E+01
  3741   0.410455E+01   0.125543E+00  -0.146031E+00   0.375862E+05   0.122789E+01
  3742   0.409091E+01   0.125549E+00  -0.145093E+00   0.375701E+05   0.122814E+01
  3743   0.407730E+01   0.125562E+00  -0.144187E+00   0.375540E+05   0.122837E+01
  3744   0.406374E+01   0.125579E+00  -0.143314E+00   0.375379E+05   0.122860E+01
  3745   0.405021E+01   0.125602E+00  -0.142474E+00   0.375218E+05   0.122883E+01
  3746   0.403673E+01   0.125630E+00  -0.141667E+00   0.375058E+05   0.122904E+01
  3747   0.402328E+01   0.125662E+00  -0.140892E+00   0.374897E+05   0.122925E+01
  3748   0.400989E+01   0.125699E+00  -0.140149E+00   0.374737E+05   0.122944E+01
  3749   0.399655E+01   0.125742E+00  -0.139439E+00   0.374576E+05   0.122963E+01
  3750   0.398325E+01   0.125788E+00  -0.138761E+00   0.374416E+05   0.122981E+01
  3751   0.397001E+01   0.125839E+00  -0.138116E+00   0.374256E+05   0.122998E+01
  3752   0.395682E+01   0.125893E+00  -0.137502E+00   0.374096E+05   0.123015E+01
  3753   0.394369E+01   0.125952E+00  -0.136920E+00   0.373936E+05   0.123030E+01
  3754   0.393061E+01   0.126014E+00  -0.136370E+00   0.373777E+05   0.123045E+01
  3755   0.391759E+01   0.126079E+00  -0.135851E+00   0.373617E+05   0.123058E+01
  3756   0.390463E+01   0.126148E+00  -0.135363E+00   0.373458E+05   0.123071E+01
  3757   0.389173E+01   0.126220E+00  -0.134907E+00   0.373298E+05   0.123083E+01
  3758   0.387889E+01   0.126295E+00  -0.134482E+00   0.373139E+05   0.123094E+01
  3759   0.386612E+01   0.126373E+00  -0.134086E+00   0.372980E+05   0.123104E+01
  3760   0.385340E+01   0.126453E+00  -0.133722E+00   0.372821E+05   0.123113E+01
  3761   0.384076E+01   0.126535E+00  -0.133387E+00   0.372662E+05   0.123121E+01
  3762   0.382819E+01   0.126619E+00  -0.133083E+00   0.372503E+05   0.123129E+01
  3763   0.381568E+01   0.126705E+00  -0.132808E+00   0.372344E+05   0.123135E+01
  3764   0.380325E+01   0.126793E+00  -0.132563E+00   0.372185E+05   0.123140E+01
  3765   0.379088E+01   0.126883E+00  -0.132347E+00   0.372027E+05   0.123144E+01
  3766   0.377860E+01   0.126974E+00  -0.132160E+00   0.371868E+05   0.123148E+01
  3767   0.376638E+01   0.127065E+00  -0.132001E+00   0.371710E+05   0.123150E+01
  3768   0.375424E+01   0.127158E+00  -0.131870E+00   0.371552E+05   0.123152E+01
  3769   0.374217E+01   0.127252E+00  -0.131768E+00   0.371394E+05   0.123152E+01
  3770   0.373019E+01   0.127347E+00  -0.131694E+00   0.371236E+05   0.123152E+01
  3771   0.371828E+01   0.127442E+00  -0.131646E+00   0.371078E+05   0.123150E+01
  3772   0.370645E+01   0.127537E+00  -0.131626E+00   0.370920E+05   0.123147E+01
  3773   0.369471E+01   0.127633E+00  -0.131632E+00   0.370763E+05   0.123144E+01
  3774   0.368305E+01   0.127728E+00  -0.131665E+00   0.370605E+05   0.123139E+01
  3775   0.367146E+01   0.127823E+00  -0.131723E+00   0.370448E+05   0.123134E+01
  3776   0.365996E+01   0.127918E+00  -0.131807E+00   0.370290E+05   0.123127E+01
  3777   0.364855E+01   0.128011E+00  -0.131916E+00   0.370133E+05   0.123119E+01
  3778   0.363722E+01   0.128104E+00  -0.132050E+00   0.369976E+05   0.123111E+01
  3779   0.362597E+01   0.128197E+00  -0.132209E+00   0.369819E+05   0.123101E+01
  3780   0.361482E+01   0.128288E+00  -0.132392E+00   0.369662E+05   0.123090E+01
  3781   0.360374E+01   0.128379E+00  -0.132598E+00   0.369505E+05   0.123078E+01
  3782   0.359276E+01   0.128467E+00  -0.132828E+00   0.369349E+05   0.123065E+01
  3783   0.358187E+01   0.128554E+00  -0.133080E+00   0.369192E+05   0.123051E+01
  3784   0.357107E+01   0.128639E+00  -0.133355E+00   0.369036E+05   0.123036E+01
  3785   0.356036E+01   0.128724E+00  -0.133651E+00   0.368879E+05   0.123019E+01
  3786   0.354975E+01   0.128805E+00  -0.133970E+00   0.368723E+05   0.123002E+01
  3787   0.353922E+01   0.128885E+00  -0.134309E+00   0.368567E+05   0.122984E+01
  3788   0.352879E+01   0.128962E+00  -0.134669E+00   0.368411E+05   0.122964E+01
  3789   0.351845E+01   0.129038E+00  -0.135049E+00   0.368255E+05   0.122943E+01
  3790   0.350820E+01   0.129110E+00  -0.135448E+00   0.368099E+05   0.122921E+01
  3791   0.349804E+01   0.129180E+00  -0.135867E+00   0.367944E+05   0.122898E+01
  3792   0.348798E+01   0.129247E+00  -0.136304E+00   0.367788E+05   0.122874E+01
  3793   0.347801E+01   0.129311E+00  -0.136760E+00   0.367633E+05   0.122849E+01
  3794   0.346814E+01   0.129372E+00  -0.137233E+00   0.367477E+05   0.122822E+01
  3795   0.345836E+01   0.129430E+00  -0.137724E+00   0.367322E+05   0.122795E+01
  3796   0.344867E+01   0.129484E+00  -0.138231E+00   0.367167E+05   0.122766E+01
  3797   0.343908E+01   0.129535E+00  -0.138755E+00   0.367012E+05   0.122736E+01
  3798   0.342959E+01   0.129583E+00  -0.139294E+00   0.366857E+05   0.122705E+01
  3799   0.342019E+01   0.129627E+00  -0.139849E+00   0.366702E+05   0.122673E+01
  3800   0.341089E+01   0.129667E+00  -0.140419E+00   0.366547E+05   0.122639E+01
  3801   0.340168E+01   0.129703E+00  -0.141002E+00   0.366393E+05   0.122604E+01
  3802   0.339256E+01   0.129735E+00  -0.141600E+00   0.366238E+05   0.122568E+01
  3803   0.338354E+01   0.129763E+00  -0.142210E+00   0.366084E+05   0.122531E+01
  3804   0.337462E+01   0.129786E+00  -0.142833E+00   0.365930E+05   0.122493E+01
  3805   0.336578E+01   0.129806E+00  -0.143469E+00   0.365775E+05   0.122453E+01
  3806   0.335704E+01   0.129820E+00  -0.144116E+00   0.365621E+05   0.122412E+01
  3807   0.334840E+01   0.129831E+00  -0.144774E+00   0.365467E+05   0.122371E+01
  3808   0.333985E+01   0.129836E+00  -0.145443E+00   0.365313E+05   0.122327E+01
  3809   0.333139E+01   0.129837E+00  -0.146121E+00   0.365160E+05   0.122283E+01
  3810   0.332303E+01   0.129833E+00  -0.146810E+00   0.365006E+05   0.122238E+01
  3811   0.331476E+01   0.129824E+00  -0.147507E+00   0.364852E+05   0.122191E+01
  3812   0.330658E+01   0.129810E+00  -0.148213E+00   0.364699E+05   0.122143E+01
  3813   0.329850E+01   0.129791E+00  -0.148927E+00   0.364546E+05   0.122094E+01
  3814   0.329051E+01   0.129767E+00  -0.149649E+00   0.364392E+05   0.122044E+01
  3815   0.328261E+01   0.129738E+00  -0.150376E+00   0.364239E+05   0.121993E+01
  3816   0.327481E+01   0.129704E+00  -0.151111E+00   0.364086E+05   0.121940E+01
  3817   0.326710E+01   0.129663E+00  -0.151852E+00   0.363933E+05   0.121887E+01
  3818   0.325948E+01   0.129619E+00  -0.152597E+00   0.363781E+05   0.121832E+01
  3819   0.325194E+01   0.129567E+00  -0.153348E+00   0.363628E+05   0.121776E+01
  3820   0.324450E+01   0.129510E+00  -0.154103E+00   0.363475E+05   0.121719E+01
  3821   0.323714E+01   0.129449E+00  -0.154862E+00   0.363323E+05   0.121661E+01
  3822   0.322988E+01   0.129381E+00  -0.155623E+00   0.363170E+05   0.121601E+01
  3823   0.322270E+01   0.129307E+00  -0.156387E+00   0.363018E+05   0.121541E+01
  3824   0.321560E+01   0.129227E+00  -0.157154E+00   0.362866E+05   0.121479E+01
  3825   0.320860E+01   0.129142E+00  -0.157923E+00   0.362714E+05   0.121416E+01
  3826   0.320168E+01   0.129050E+00  -0.158693E+00   0.362562E+05   0.121352E+01
  3827   0.319485E+01   0.128954E+00  -0.159464E+00   0.362410E+05   0.121287E+01
  3828   0.318809E+01   0.128850E+00  -0.160234E+00   0.362258E+05   0.121221E+01
  3829   0.318143E+01   0.128741E+00  -0.161005E+00   0.362106E+05   0.121154E+01
  3830   0.317485E+01   0.128625E+00  -0.161774E+00   0.361955E+05   0.121085E+01
  3831   0.316834E+01   0.128504E+00  -0.162543E+00   0.361803E+05   0.121016E+01
  3832   0.316193E+01   0.128376E+00  -0.163310E+00   0.361652E+05   0.120945E+01
  3833   0.315558E+01   0.128242E+00  -0.164075E+00   0.361501E+05   0.120873E+01
  3834   0.314932E+01   0.128102E+00  -0.164837E+00   0.361350E+05   0.120801E+01
  3835   0.314314E+01   0.127956E+00  -0.165596E+00   0.361199E+05   0.120727E+01
  3836   0.313703E+01   0.127803E+00  -0.166352E+00   0.361048E+05   0.120651E+01
  3837   0.313100E+01   0.127645E+00  -0.167103E+00   0.360897E+05   0.120575E+01
  3838   0.312504E+01   0.127480E+00  -0.167850E+00   0.360746E+05   0.120498E+01
  3839   0.311916E+01   0.127309E+00  -0.168593E+00   0.360595E+05   0.120420E+01
  3840   0.311335E+01   0.127132E+00  -0.169329E+00   0.360445E+05   0.120340E+01
  3841   0.310761E+01   0.126948E+00  -0.170060E+00   0.360294E+05   0.120259E+01
  3842   0.310195E+01   0.126759E+00  -0.170786E+00   0.360144E+05   0.120178E+01
  3843   0.309635E+01   0.126563E+00  -0.171504E+00   0.359994E+05   0.120095E+01
  3844   0.309083E+01   0.126362E+00  -0.172216E+00   0.359844E+05   0.120011E+01
  3845   0.308537E+01   0.126154E+00  -0.172919E+00   0.359694E+05   0.119926E+01
  3846   0.307998E+01   0.125940E+00  -0.173616E+00   0.359544E+05   0.119840E+01
  3847   0.307465E+01   0.125720E+00  -0.174304E+00   0.359394E+05   0.119753E+01
  3848   0.306939E+01   0.125494E+00  -0.174983E+00   0.359244E+05   0.119665E+01
  3849   0.306420E+01   0.125262E+00  -0.175652E+00   0.359094E+05   0.119576E+01
  3850   0.305906E+01   0.125023E+00  -0.176313E+00   0.358945E+05   0.119486E+01
  3851   0.305398E+01   0.124779E+00  -0.176964E+00   0.358795E+05   0.119395E+01
  3852   0.304896E+01   0.124529E+00  -0.177604E+00   0.358646E+05   0.119302E+01
  3853   0.304400E+01   0.124273E+00  -0.178234E+00   0.358497E+05   0.119209E+01
  3854   0.303910E+01   0.124011E+00  -0.178853E+00   0.358348E+05   0.119114E+01
  3855   0.303426E+01   0.123743E+00  -0.179460E+00   0.358199E+05   0.119019E+01
  3856   0.302946E+01   0.123469E+00  -0.180056E+00   0.358050E+05   0.118922E+01
  3857   0.302472E+01   0.123190E+00  -0.180640E+00   0.357901E+05   0.118825E+01
  3858   0.302003E+01   0.122905E+00  -0.181211E+00   0.357752E+05   0.118726E+01
  3859   0.301539E+01   0.122614E+00  -0.181769E+00   0.357603E+05   0.118627E+01
  3860   0.301079E+01   0.122317E+00  -0.182315E+00   0.357455E+05   0.118526E+01
  3861   0.300624E+01   0.122015E+00  -0.182847E+00   0.357306E+05   0.118425E+01
  3862   0.300174E+01   0.121707E+00  -0.183365E+00   0.357158E+05   0.118323E+01
  3863   0.299728E+01   0.121394E+00  -0.183868E+00   0.357010E+05   0.118219E+01
  3864   0.299286E+01   0.121074E+00  -0.184358E+00   0.356861E+05   0.118115E+01
  3865   0.298849E+01   0.120750E+00  -0.184832E+00   0.356713E+05   0.118010E+01
  3866   0.298415E+01   0.120421E+00  -0.185292E+00   0.356565E+05   0.117903E+01
