#    L    TT             EE             BB             TE          
   327    0.14223E+01    0.17836E-01    0.82577E-02    0.54219E-01
   328    0.14402E+01    0.17581E-01    0.81758E-02    0.55757E-01
   329    0.14589E+01    0.17325E-01    0.80953E-02    0.57211E-01
   330    0.14784E+01    0.17068E-01    0.80162E-02    0.58581E-01
   331    0.14987E+01    0.16810E-01    0.79386E-02    0.59866E-01
   332    0.15195E+01    0.16552E-01    0.78626E-02    0.61067E-01
   333    0.15409E+01    0.16294E-01    0.77881E-02    0.62180E-01
   334    0.15628E+01    0.16036E-01    0.77154E-02    0.63207E-01
   335    0.15850E+01    0.15780E-01    0.76443E-02    0.64146E-01
   336    0.16074E+01    0.15524E-01    0.75750E-02    0.64997E-01
   337    0.16301E+01    0.15270E-01    0.75076E-02    0.65758E-01
   338    0.16528E+01    0.15018E-01    0.74421E-02    0.66429E-01
   339    0.16755E+01    0.14768E-01    0.73785E-02    0.67009E-01
   340    0.16981E+01    0.14520E-01    0.73169E-02    0.67497E-01
   341    0.17206E+01    0.14275E-01    0.72573E-02    0.67893E-01
   342    0.17427E+01    0.14034E-01    0.71999E-02    0.68195E-01
   343    0.17645E+01    0.13796E-01    0.71447E-02    0.68404E-01
   344    0.17859E+01    0.13563E-01    0.70916E-02    0.68517E-01
   345    0.18067E+01    0.13333E-01    0.70409E-02    0.68535E-01
   346    0.18269E+01    0.13108E-01    0.69925E-02    0.68457E-01
   347    0.18464E+01    0.12888E-01    0.69465E-02    0.68281E-01
   348    0.18651E+01    0.12674E-01    0.69030E-02    0.68007E-01
   349    0.18829E+01    0.12465E-01    0.68619E-02    0.67634E-01
   350    0.18996E+01    0.12263E-01    0.68235E-02    0.67162E-01
   351    0.19154E+01    0.12066E-01    0.67876E-02    0.66590E-01
   352    0.19301E+01    0.11876E-01    0.67543E-02    0.65922E-01
   353    0.19437E+01    0.11693E-01    0.67235E-02    0.65160E-01
   354    0.19563E+01    0.11515E-01    0.66951E-02    0.64309E-01
   355    0.19679E+01    0.11344E-01    0.66690E-02    0.63372E-01
   356    0.19785E+01    0.11179E-01    0.66451E-02    0.62353E-01
   357    0.19880E+01    0.11020E-01    0.66235E-02    0.61256E-01
