#    L    TT             EE             BB             TE          
   365    0.21636E+04    0.20034E+02    0.39223E-01    0.65499E+02
   366    0.21443E+04    0.20142E+02    0.39345E-01    0.63733E+02
   367    0.21255E+04    0.20245E+02    0.39467E-01    0.61951E+02
   368    0.21071E+04    0.20347E+02    0.39589E-01    0.60154E+02
   369    0.20892E+04    0.20445E+02    0.39712E-01    0.58340E+02
   370    0.20716E+04    0.20539E+02    0.39834E-01    0.56515E+02
   371    0.20545E+04    0.20630E+02    0.39957E-01    0.54673E+02
   372    0.20378E+04    0.20717E+02    0.40080E-01    0.52821E+02
   373    0.20216E+04    0.20801E+02    0.40203E-01    0.50955E+02
   374    0.20058E+04    0.20882E+02    0.40326E-01    0.49078E+02
   375    0.19904E+04    0.20960E+02    0.40450E-01    0.47191E+02
   376    0.19755E+04    0.21034E+02    0.40574E-01    0.45294E+02
   377    0.19610E+04    0.21103E+02    0.40698E-01    0.43389E+02
   378    0.19470E+04    0.21169E+02    0.40823E-01    0.41475E+02
   379    0.19334E+04    0.21232E+02    0.40948E-01    0.39554E+02
   380    0.19203E+04    0.21292E+02    0.41073E-01    0.37626E+02
   381    0.19075E+04    0.21346E+02    0.41199E-01    0.35692E+02
   382    0.18952E+04    0.21398E+02    0.41326E-01    0.33754E+02
   383    0.18834E+04    0.21445E+02    0.41452E-01    0.31811E+02
   384    0.18721E+04    0.21488E+02    0.41580E-01    0.29865E+02
   385    0.18611E+04    0.21528E+02    0.41707E-01    0.27916E+02
   386    0.18506E+04    0.21565E+02    0.41836E-01    0.25966E+02
   387    0.18405E+04    0.21596E+02    0.41964E-01    0.24015E+02
   388    0.18309E+04    0.21624E+02    0.42094E-01    0.22063E+02
   389    0.18217E+04    0.21646E+02    0.42224E-01    0.20112E+02
   390    0.18130E+04    0.21668E+02    0.42354E-01    0.18164E+02
   391    0.18047E+04    0.21684E+02    0.42485E-01    0.16216E+02
   392    0.17968E+04    0.21697E+02    0.42617E-01    0.14272E+02
   393    0.17894E+04    0.21706E+02    0.42749E-01    0.12332E+02
