# grad lensed Cls calculated from the lensit 10-11 box structure and unlensed Cls
# L          TT          EE          BB          TE
  327 1.853721e-01 8.310418e-04 2.441259e-06 6.598759e-03
  328 1.823705e-01 8.366978e-04 2.430237e-06 6.516179e-03
  329 1.794417e-01 8.422248e-04 2.426440e-06 6.434299e-03
  330 1.765548e-01 8.476002e-04 2.421092e-06 6.351513e-03
  331 1.737349e-01 8.528942e-04 2.415666e-06 6.268031e-03
  332 1.709353e-01 8.580566e-04 2.411853e-06 6.183030e-03
  333 1.681605e-01 8.630684e-04 2.397297e-06 6.095153e-03
  334 1.654494e-01 8.679650e-04 2.394985e-06 6.008201e-03
  336 1.601772e-01 8.772524e-04 2.383328e-06 5.832053e-03
  337 1.576016e-01 8.817018e-04 2.375608e-06 5.741993e-03
  338 1.550495e-01 8.859760e-04 2.370018e-06 5.650483e-03
  340 1.500837e-01 8.941958e-04 2.350287e-06 5.464121e-03
  341 1.476767e-01 8.980627e-04 2.346305e-06 5.371420e-03
  342 1.452940e-01 9.017946e-04 2.336604e-06 5.276199e-03
  343 1.429825e-01 9.053980e-04 2.336775e-06 5.183153e-03
  345 1.384561e-01 9.120190e-04 2.320059e-06 4.992610e-03
  346 1.362491e-01 9.151729e-04 2.316781e-06 4.896784e-03
  347 1.340708e-01 9.180926e-04 2.303125e-06 4.798100e-03
  348 1.319360e-01 9.208835e-04 2.297962e-06 4.700476e-03
  350 1.278188e-01 9.259820e-04 2.286430e-06 4.505961e-03
  351 1.258305e-01 9.283415e-04 2.285130e-06 4.408496e-03
  352 1.238513e-01 9.304938e-04 2.277413e-06 4.309054e-03
  354 1.200255e-01 9.342652e-04 2.258397e-06 4.110540e-03
  355 1.181801e-01 9.359614e-04 2.252552e-06 4.011568e-03
  357 1.145901e-01 9.388574e-04 2.240449e-06 3.813204e-03
  358 1.128424e-01 9.399872e-04 2.230181e-06 3.712713e-03
  360 1.094689e-01 9.418267e-04 2.221580e-06 3.513487e-03
  361 1.078510e-01 9.425556e-04 2.215489e-06 3.416062e-03
  362 1.062676e-01 9.431068e-04 2.211220e-06 3.317817e-03
  363 1.047068e-01 9.435215e-04 2.204869e-06 3.218677e-03
  364 1.031822e-01 9.436574e-04 2.194379e-06 3.119222e-03
  365 1.016819e-01 9.436864e-04 2.189925e-06 3.019349e-03
  367 9.881123e-02 9.432906e-04 2.176865e-06 2.823249e-03
  368 9.743131e-02 9.428606e-04 2.169898e-06 2.726472e-03
  369 9.607872e-02 9.422529e-04 2.164093e-06 2.628528e-03
  371 9.348569e-02 9.406030e-04 2.156775e-06 2.436393e-03
  372 9.222477e-02 9.395410e-04 2.151079e-06 2.340292e-03
  373 9.101014e-02 9.383058e-04 2.143151e-06 2.245104e-03
  374 8.980654e-02 9.368591e-04 2.138455e-06 2.148729e-03
  375 8.864616e-02 9.352984e-04 2.129427e-06 2.054140e-03
  376 8.750895e-02 9.335949e-04 2.123263e-06 1.959260e-03
  377 8.641219e-02 9.317684e-04 2.121408e-06 1.866496e-03
  378 8.534819e-02 9.297231e-04 2.113123e-06 1.774032e-03
  380 8.329313e-02 9.253274e-04 2.103790e-06 1.590179e-03
  381 8.230430e-02 9.227640e-04 2.097652e-06 1.498751e-03
  382 8.134095e-02 9.201131e-04 2.087410e-06 1.408319e-03
  383 8.042538e-02 9.174047e-04 2.086488e-06 1.320136e-03
  385 7.864911e-02 9.114000e-04 2.075424e-06 1.143430e-03
  387 7.698888e-02 9.048884e-04 2.067331e-06 9.718483e-04
  389 7.541850e-02 8.976355e-04 2.056068e-06 8.018689e-04
  390 7.467783e-02 8.939790e-04 2.051576e-06 7.194902e-04
  391 7.395400e-02 8.900545e-04 2.049919e-06 6.363508e-04
  392 7.325840e-02 8.860864e-04 2.042453e-06 5.551115e-04
  393 7.258234e-02 8.818710e-04 2.035980e-06 4.741472e-04
  394 7.192876e-02 8.775999e-04 2.031163e-06 3.946473e-04
  395 7.130482e-02 8.731873e-04 2.024466e-06 3.167509e-04
  397 7.012171e-02 8.640419e-04 2.016960e-06 1.638373e-04
  398 6.956482e-02 8.592743e-04 2.011507e-06 8.922539e-05
  399 6.901725e-02 8.543211e-04 2.006879e-06 1.425175e-05
  400 6.849805e-02 8.493190e-04 2.003514e-06 -5.837631e-05
  401 6.799941e-02 8.441683e-04 2.000127e-06 -1.306021e-04
  403 6.706272e-02 8.335520e-04 1.990037e-06 -2.708104e-04
  405 6.619765e-02 8.224410e-04 1.982441e-06 -4.068412e-04
  406 6.580181e-02 8.168480e-04 1.977843e-06 -4.715373e-04
  408 6.504474e-02 8.051674e-04 1.968530e-06 -5.999071e-04
  409 6.469908e-02 7.992373e-04 1.965556e-06 -6.622993e-04
  411 6.404449e-02 7.869546e-04 1.956185e-06 -7.836868e-04
  412 6.374152e-02 7.807190e-04 1.952235e-06 -8.423188e-04
  413 6.345597e-02 7.743971e-04 1.947963e-06 -8.995173e-04
  414 6.318418e-02 7.680156e-04 1.947469e-06 -9.556923e-04
  415 6.293227e-02 7.615406e-04 1.939912e-06 -1.010225e-03
  417 6.245917e-02 7.483656e-04 1.933876e-06 -1.115760e-03
  418 6.223449e-02 7.414922e-04 1.928179e-06 -1.167639e-03
  419 6.203564e-02 7.346964e-04 1.922385e-06 -1.217353e-03
  420 6.184626e-02 7.278857e-04 1.921740e-06 -1.265661e-03
  421 6.167495e-02 7.210732e-04 1.919334e-06 -1.312301e-03
  423 6.136372e-02 7.071472e-04 1.913246e-06 -1.401845e-03
  424 6.121045e-02 6.998998e-04 1.906732e-06 -1.445765e-03
  425 6.108719e-02 6.928176e-04 1.904283e-06 -1.487069e-03
  426 6.096797e-02 6.856649e-04 1.900116e-06 -1.527348e-03
  427 6.085801e-02 6.784284e-04 1.896046e-06 -1.566624e-03
  428 6.075665e-02 6.710984e-04 1.895351e-06 -1.604836e-03
  429 6.066971e-02 6.638668e-04 1.890939e-06 -1.640755e-03
  430 6.058767e-02 6.564675e-04 1.887272e-06 -1.676176e-03
  431 6.051616e-02 6.491150e-04 1.885587e-06 -1.710065e-03
  432 6.044939e-02 6.416835e-04 1.883301e-06 -1.742884e-03
  433 6.039180e-02 6.342252e-04 1.876801e-06 -1.773953e-03
  434 6.034445e-02 6.267805e-04 1.876480e-06 -1.804116e-03
  436 6.026802e-02 6.117834e-04 1.869332e-06 -1.860398e-03
  437 6.024353e-02 6.042386e-04 1.866605e-06 -1.886350e-03
  439 6.020972e-02 5.892054e-04 1.859771e-06 -1.934682e-03
  440 6.020517e-02 5.817128e-04 1.858554e-06 -1.956954e-03
  441 6.020236e-02 5.740911e-04 1.856322e-06 -1.978357e-03
  442 6.019965e-02 5.664676e-04 1.853428e-06 -1.998489e-03
  443 6.021346e-02 5.589617e-04 1.850022e-06 -2.016540e-03
  444 6.023211e-02 5.515317e-04 1.848318e-06 -2.033722e-03
  445 6.024932e-02 5.439083e-04 1.846498e-06 -2.049992e-03
  447 6.028977e-02 5.287922e-04 1.838653e-06 -2.078420e-03
  448 6.031947e-02 5.212813e-04 1.838222e-06 -2.091067e-03
  450 6.038815e-02 5.063113e-04 1.832513e-06 -2.112379e-03
  451 6.042910e-02 4.988490e-04 1.832175e-06 -2.121851e-03
  452 6.046774e-02 4.914356e-04 1.829375e-06 -2.129559e-03
  453 6.051109e-02 4.839876e-04 1.824586e-06 -2.135890e-03
  454 6.055423e-02 4.766412e-04 1.821691e-06 -2.141435e-03
  455 6.060071e-02 4.692841e-04 1.819196e-06 -2.145930e-03
  456 6.065387e-02 4.619854e-04 1.818848e-06 -2.149343e-03
  457 6.070332e-02 4.547314e-04 1.816105e-06 -2.151734e-03
  458 6.075534e-02 4.475618e-04 1.814633e-06 -2.152884e-03
  459 6.080896e-02 4.403743e-04 1.811482e-06 -2.152931e-03
  460 6.086340e-02 4.332673e-04 1.811063e-06 -2.152356e-03
  461 6.091208e-02 4.261063e-04 1.807154e-06 -2.150070e-03
  462 6.096408e-02 4.190134e-04 1.804800e-06 -2.146860e-03
  463 6.101975e-02 4.120889e-04 1.802774e-06 -2.143127e-03
  464 6.107252e-02 4.052165e-04 1.800868e-06 -2.138053e-03
  465 6.112599e-02 3.984007e-04 1.800423e-06 -2.132749e-03
  466 6.117656e-02 3.915325e-04 1.796559e-06 -2.125336e-03
  467 6.122517e-02 3.847412e-04 1.793377e-06 -2.117040e-03
  468 6.127871e-02 3.781401e-04 1.792461e-06 -2.108744e-03
  469 6.132619e-02 3.714875e-04 1.790020e-06 -2.098943e-03
  471 6.142041e-02 3.585007e-04 1.786439e-06 -2.077194e-03
  472 6.146889e-02 3.521499e-04 1.785748e-06 -2.065539e-03
  473 6.150844e-02 3.457860e-04 1.782232e-06 -2.051822e-03
  475 6.159086e-02 3.334219e-04 1.778079e-06 -2.023195e-03
  476 6.162768e-02 3.273540e-04 1.776456e-06 -2.007732e-03
  478 6.169494e-02 3.154613e-04 1.772370e-06 -1.974473e-03
  479 6.172057e-02 3.095857e-04 1.769981e-06 -1.956643e-03
  481 6.177291e-02 2.982669e-04 1.766787e-06 -1.919397e-03
  482 6.179660e-02 2.927373e-04 1.764554e-06 -1.899521e-03
  483 6.181026e-02 2.872326e-04 1.761686e-06 -1.878553e-03
  484 6.182545e-02 2.819420e-04 1.760484e-06 -1.858133e-03
  485 6.184013e-02 2.767211e-04 1.759461e-06 -1.836976e-03
  487 6.184900e-02 2.664645e-04 1.754812e-06 -1.791304e-03
  488 6.184923e-02 2.614999e-04 1.752591e-06 -1.767697e-03
  489 6.184554e-02 2.566610e-04 1.750679e-06 -1.743940e-03
  491 6.182965e-02 2.472894e-04 1.747577e-06 -1.694898e-03
  492 6.181606e-02 2.427911e-04 1.745978e-06 -1.669817e-03
  493 6.179443e-02 2.383267e-04 1.743402e-06 -1.643599e-03
  494 6.177133e-02 2.340040e-04 1.741146e-06 -1.616864e-03
  495 6.174755e-02 2.298237e-04 1.739847e-06 -1.590686e-03
  496 6.171263e-02 2.257401e-04 1.737960e-06 -1.563643e-03
  497 6.167504e-02 2.217566e-04 1.735459e-06 -1.535725e-03
  498 6.163558e-02 2.178694e-04 1.733663e-06 -1.507978e-03
  499 6.159187e-02 2.141075e-04 1.731651e-06 -1.479686e-03
  501 6.149001e-02 2.069171e-04 1.728041e-06 -1.422536e-03
  502 6.142773e-02 2.034963e-04 1.725154e-06 -1.392797e-03
  503 6.136712e-02 2.002029e-04 1.723656e-06 -1.363731e-03
  504 6.129624e-02 1.969819e-04 1.720997e-06 -1.333619e-03
  506 6.115282e-02 1.910162e-04 1.717761e-06 -1.274169e-03
  507 6.107264e-02 1.881748e-04 1.715618e-06 -1.243765e-03
  508 6.098842e-02 1.854870e-04 1.713955e-06 -1.213716e-03
  509 6.089954e-02 1.829006e-04 1.712265e-06 -1.183475e-03
  510 6.079562e-02 1.804304e-04 1.709054e-06 -1.151922e-03
  511 6.070181e-02 1.780680e-04 1.707718e-06 -1.121504e-03
  512 6.059762e-02 1.758360e-04 1.705600e-06 -1.090607e-03
  513 6.048376e-02 1.737104e-04 1.702402e-06 -1.058882e-03
  515 6.025475e-02 1.698509e-04 1.698832e-06 -9.970443e-04
  516 6.013512e-02 1.681010e-04 1.697362e-06 -9.665078e-04
  517 6.000107e-02 1.664645e-04 1.694386e-06 -9.347622e-04
  519 5.973726e-02 1.635434e-04 1.690519e-06 -8.728449e-04
  520 5.959551e-02 1.622690e-04 1.688347e-06 -8.417533e-04
  521 5.944481e-02 1.610967e-04 1.685445e-06 -8.103453e-04
  522 5.928884e-02 1.600620e-04 1.682264e-06 -7.789366e-04
  523 5.914223e-02 1.591319e-04 1.681774e-06 -7.490216e-04
  524 5.897502e-02 1.583444e-04 1.677979e-06 -7.174275e-04
  525 5.881386e-02 1.576520e-04 1.676409e-06 -6.872338e-04
  526 5.864336e-02 1.570695e-04 1.673979e-06 -6.567645e-04
  527 5.847145e-02 1.566083e-04 1.671199e-06 -6.261669e-04
  529 5.811344e-02 1.560352e-04 1.666653e-06 -5.662055e-04
  530 5.792248e-02 1.559174e-04 1.663232e-06 -5.358874e-04
  531 5.774245e-02 1.558963e-04 1.661913e-06 -5.070218e-04
  532 5.754685e-02 1.560029e-04 1.659324e-06 -4.777024e-04
  533 5.734664e-02 1.562307e-04 1.656605e-06 -4.485116e-04
  534 5.714549e-02 1.565615e-04 1.654350e-06 -4.197554e-04
  535 5.694628e-02 1.569696e-04 1.652905e-06 -3.916320e-04
  536 5.673282e-02 1.575264e-04 1.649573e-06 -3.632632e-04
  538 5.630075e-02 1.589508e-04 1.644545e-06 -3.076088e-04
  539 5.607997e-02 1.598096e-04 1.641497e-06 -2.801141e-04
  540 5.585557e-02 1.607833e-04 1.638768e-06 -2.532209e-04
  541 5.562458e-02 1.618447e-04 1.635607e-06 -2.263174e-04
  542 5.539141e-02 1.630221e-04 1.632749e-06 -1.999199e-04
  543 5.516034e-02 1.642882e-04 1.630854e-06 -1.744210e-04
  544 5.491881e-02 1.656519e-04 1.627401e-06 -1.486888e-04
  545 5.467762e-02 1.671254e-04 1.625143e-06 -1.236178e-04
  547 5.418671e-02 1.703292e-04 1.619780e-06 -7.468369e-05
  550 5.342269e-02 1.758621e-04 1.610804e-06 -4.177826e-06
  551 5.316560e-02 1.778759e-04 1.608052e-06 1.846384e-05
  552 5.290753e-02 1.799464e-04 1.606148e-06 4.019604e-05
  553 5.263974e-02 1.821519e-04 1.602588e-06 6.188043e-05
  554 5.236985e-02 1.844556e-04 1.599048e-06 8.330711e-05
  555 5.209703e-02 1.868363e-04 1.595298e-06 1.041679e-04
  556 5.183540e-02 1.892089e-04 1.594780e-06 1.237929e-04
  557 5.155832e-02 1.917444e-04 1.590868e-06 1.435425e-04
  558 5.127826e-02 1.943655e-04 1.587578e-06 1.630209e-04
  559 5.099976e-02 1.970191e-04 1.584641e-06 1.815772e-04
  560 5.071142e-02 1.998103e-04 1.579908e-06 1.999915e-04
  561 5.043114e-02 2.025851e-04 1.577459e-06 2.175056e-04
  562 5.014792e-02 2.054683e-04 1.574821e-06 2.346642e-04
  564 4.957494e-02 2.114521e-04 1.568487e-06 2.671307e-04
  565 4.929212e-02 2.144593e-04 1.566944e-06 2.824117e-04
  566 4.899622e-02 2.176401e-04 1.562832e-06 2.975921e-04
  567 4.870392e-02 2.208542e-04 1.559082e-06 3.118758e-04
  568 4.840519e-02 2.241503e-04 1.554628e-06 3.256221e-04
  569 4.811487e-02 2.274267e-04 1.552623e-06 3.390747e-04
  570 4.781935e-02 2.308191e-04 1.549306e-06 3.517480e-04
  571 4.752037e-02 2.342280e-04 1.545767e-06 3.639064e-04
  572 4.722761e-02 2.376535e-04 1.543687e-06 3.754789e-04
  573 4.692369e-02 2.412084e-04 1.538975e-06 3.864018e-04
  574 4.662775e-02 2.447673e-04 1.536531e-06 3.968545e-04
  575 4.632146e-02 2.484065e-04 1.531599e-06 4.066598e-04
  577 4.572547e-02 2.557134e-04 1.526667e-06 4.247464e-04
  578 4.541884e-02 2.594805e-04 1.522078e-06 4.328394e-04
  579 4.512314e-02 2.632216e-04 1.519663e-06 4.404165e-04
  581 4.451387e-02 2.708731e-04 1.511643e-06 4.537113e-04
  582 4.421168e-02 2.747447e-04 1.508117e-06 4.594897e-04
  583 4.390774e-02 2.786529e-04 1.504473e-06 4.647606e-04
  584 4.360932e-02 2.825415e-04 1.501308e-06 4.693640e-04
  585 4.330580e-02 2.864763e-04 1.496760e-06 4.733115e-04
  586 4.301057e-02 2.903874e-04 1.495790e-06 4.772357e-04
  587 4.270873e-02 2.943848e-04 1.491117e-06 4.799792e-04
  588 4.240994e-02 2.983531e-04 1.487835e-06 4.822819e-04
  589 4.210033e-02 3.024302e-04 1.482451e-06 4.838930e-04
  590 4.180506e-02 3.064137e-04 1.480430e-06 4.854011e-04
  591 4.150669e-02 3.104573e-04 1.476426e-06 4.860673e-04
  592 4.121268e-02 3.144815e-04 1.473301e-06 4.861121e-04
  593 4.090924e-02 3.185828e-04 1.468627e-06 4.855917e-04
  595 4.031772e-02 3.266650e-04 1.461292e-06 4.829321e-04
  596 4.002900e-02 3.307272e-04 1.458679e-06 4.809979e-04
  597 3.973417e-02 3.347617e-04 1.454408e-06 4.782062e-04
